year,price,transmission,mileage,fuel_type,engine_size,Automatic,Manual,OtherTransmission,Semi-Auto,Diesel,Hybrid,OtherFuel,Petrol
2020,30495,Automatic,1200.0,Diesel,2.0,1,0,0,0,1,0,0,0
2020,29989,Automatic,1000.0,Petrol,1.5,1,0,0,0,0,0,0,1
2020,37899,Automatic,500.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,30399,Automatic,5000.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,29899,Automatic,4500.0,Diesel,2.0,1,0,0,0,1,0,0,0
2020,30999,Automatic,1000.0,Diesel,2.0,1,0,0,0,1,0,0,0
2020,35999,Automatic,500.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,37990,Automatic,1412.0,Petrol,3.0,1,0,0,0,0,0,0,1
2019,28990,Automatic,3569.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,28990,Automatic,3635.0,Diesel,2.0,1,0,0,0,1,0,0,0
2013,9995,Automatic,44900.0,Petrol,1.6,1,0,0,0,0,0,0,1
2012,6995,Automatic,88200.0,Diesel,2.1,1,0,0,0,1,0,0,0
2012,7495,Automatic,115000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2011,8995,Automatic,69250.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,14995,Automatic,49850.0,Diesel,2.1,1,0,0,0,1,0,0,0
2013,8595,Automatic,82685.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,19250,Semi-Auto,32506.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,23500,Semi-Auto,17000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,24995,Semi-Auto,17744.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,29995,Semi-Auto,64291.0,Petrol,4.0,0,0,0,1,0,0,0,1
2014,17990,Automatic,41011.0,Petrol,2.0,1,0,0,0,0,0,0,1
2016,14477,Automatic,72000.0,Diesel,1.6,1,0,0,0,1,0,0,0
2013,10977,Automatic,72000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,17977,Automatic,40000.0,Diesel,1.6,1,0,0,0,1,0,0,0
2015,12790,Automatic,52000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,14488,Automatic,66472.0,Diesel,2.1,1,0,0,0,1,0,0,0
2011,7500,Manual,91000.0,Diesel,2.1,0,1,0,0,1,0,0,0
2013,9750,Automatic,69700.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,15995,Automatic,39000.0,Diesel,1.6,1,0,0,0,1,0,0,0
2016,15675,Manual,39287.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,16475,Manual,40569.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,15975,Manual,37419.0,Petrol,2.0,0,1,0,0,0,0,0,1
2016,16475,Automatic,34452.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,15975,Automatic,41567.0,Hybrid,2.1,1,0,0,0,0,1,0,0
2015,16495,Automatic,41130.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2017,17795,Automatic,37778.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,17875,Automatic,44325.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,14000,Automatic,45000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,16500,Automatic,75000.0,Diesel,1.6,1,0,0,0,1,0,0,0
2016,21000,Automatic,36000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,15500,Automatic,64000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2013,7250,Manual,106000.0,Diesel,2.1,0,1,0,0,1,0,0,0
2015,13000,Automatic,67150.0,Diesel,2.1,1,0,0,0,1,0,0,0
2012,11000,Automatic,43426.0,Petrol,1.6,1,0,0,0,0,0,0,1
2016,13300,Manual,42622.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,16000,Manual,34903.0,Diesel,2.1,0,1,0,0,1,0,0,0
2014,12500,Automatic,35345.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,14495,Manual,23146.0,Petrol,2.0,0,1,0,0,0,0,0,1
2017,24500,Automatic,16000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2013,23990,Automatic,44000.0,Petrol,6.2,1,0,0,0,0,0,0,1
2015,17250,Automatic,30000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,14200,Automatic,22000.0,Petrol,1.6,1,0,0,0,0,0,0,1
2017,22950,Automatic,19000.0,Petrol,2.0,1,0,0,0,0,0,0,1
2013,10500,Automatic,90000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,15650,Automatic,32000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,14850,Automatic,90000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,22400,Automatic,37000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,19950,Automatic,23000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,9990,Automatic,78000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,11990,Automatic,47000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,20990,Automatic,18000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,14490,Automatic,64000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2013,10490,Automatic,50000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,15990,Automatic,65000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,17850,Automatic,38000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,16450,Automatic,70000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2013,11350,Automatic,69000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,12900,Automatic,41000.0,Petrol,1.6,1,0,0,0,0,0,0,1
2018,26000,Automatic,16250.0,Petrol,1.5,1,0,0,0,0,0,0,1
2017,22767,Automatic,30676.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,12000,Automatic,40005.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,18999,Automatic,38000.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2016,14000,Automatic,45000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,12000,Automatic,40005.0,Diesel,2.1,1,0,0,0,1,0,0,0
2009,4343,Automatic,120000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,16500,Automatic,51936.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,27750,Automatic,4000.0,Diesel,1.9,1,0,0,0,1,0,0,0
2019,28950,Automatic,8500.0,Diesel,1.9,1,0,0,0,1,0,0,0
2007,3495,Automatic,119168.0,Petrol,1.8,1,0,0,0,0,0,0,1
2017,59740,Automatic,21800.0,Petrol,4.0,1,0,0,0,0,0,0,1
2019,44990,Automatic,19999.0,Petrol,4.0,1,0,0,0,0,0,0,1
2019,54990,Automatic,1600.0,Petrol,4.0,1,0,0,0,0,0,0,1
2015,15995,Automatic,46221.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,14000,Automatic,45000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,12000,Automatic,40005.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,22767,Automatic,30676.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,12998,Semi-Auto,52712.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,17998,Semi-Auto,59858.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,28998,Manual,22.0,Petrol,1.6,0,1,0,0,0,0,0,1
2017,24998,Semi-Auto,28234.0,Petrol,2.0,0,0,0,1,0,0,0,1
2016,19498,Semi-Auto,22803.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,23498,Semi-Auto,17093.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,25498,Semi-Auto,8150.0,Diesel,1.6,0,0,0,1,1,0,0,0
2019,24998,Semi-Auto,9344.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,18498,Semi-Auto,31891.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2014,15498,Semi-Auto,36243.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,20995,Semi-Auto,33000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,31995,Semi-Auto,11300.0,Petrol,3.0,0,0,0,1,0,0,0,1
2017,23995,Semi-Auto,32800.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,16995,Automatic,37600.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,24995,Automatic,14000.0,Petrol,2.0,1,0,0,0,0,0,0,1
2014,26998,Semi-Auto,24175.0,Petrol,6.2,0,0,0,1,0,0,0,1
2016,20498,Semi-Auto,27968.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,27498,Semi-Auto,9255.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,16998,Semi-Auto,26973.0,Diesel,1.6,0,0,0,1,1,0,0,0
2018,27498,Semi-Auto,12491.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,27698,Semi-Auto,14999.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,27498,Semi-Auto,37941.0,Petrol,3.0,0,0,0,1,0,0,0,1
2019,32498,Semi-Auto,11301.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,24498,Semi-Auto,12629.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,21498,Semi-Auto,20981.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,18998,Semi-Auto,23760.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,15998,Semi-Auto,26216.0,Diesel,2.1,0,0,0,1,1,0,0,0
2013,9298,Semi-Auto,80485.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,22998,Semi-Auto,18739.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,12998,Manual,53453.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,22998,Semi-Auto,23090.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,17998,Manual,26100.0,Diesel,2.1,0,1,0,0,1,0,0,0
2019,28498,Semi-Auto,4285.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,18998,Semi-Auto,28388.0,Diesel,1.6,0,0,0,1,1,0,0,0
2017,20998,Semi-Auto,16902.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,21998,Semi-Auto,31227.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,13998,Manual,24010.0,Diesel,1.6,0,1,0,0,1,0,0,0
2019,24498,Semi-Auto,15838.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,20998,Semi-Auto,17657.0,Hybrid,2.1,0,0,0,1,0,1,0,0
2019,30498,Semi-Auto,4977.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,19498,Semi-Auto,24756.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,15298,Semi-Auto,41416.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,33998,Semi-Auto,3814.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,32998,Semi-Auto,17.0,Petrol,1.5,0,0,0,1,0,0,0,1
2016,16498,Semi-Auto,37080.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,15498,Semi-Auto,73582.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,15498,Semi-Auto,23772.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,18998,Semi-Auto,28808.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,24495,Semi-Auto,10000.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,18990,Semi-Auto,26413.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,10995,Manual,98000.0,Diesel,2.1,0,1,0,0,1,0,0,0
2014,15698,Semi-Auto,39920.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,22498,Semi-Auto,10455.0,Petrol,1.5,0,0,0,1,0,0,0,1
2016,19298,Semi-Auto,27644.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,16498,Semi-Auto,63916.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2018,19998,Semi-Auto,15383.0,Petrol,1.5,0,0,0,1,0,0,0,1
2018,20685,Semi-Auto,21929.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,20489,Semi-Auto,16900.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,13800,Manual,34015.0,Diesel,2.1,0,1,0,0,1,0,0,0
2019,31998,Semi-Auto,2000.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,29998,Semi-Auto,28000.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,24998,Semi-Auto,22400.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,32998,Semi-Auto,2878.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,32998,Semi-Auto,4500.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,29998,Semi-Auto,836.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,23998,Semi-Auto,14462.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,20998,Semi-Auto,23429.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2017,16498,Automatic,20764.0,Diesel,2.1,1,0,0,0,1,0,0,0
2013,11998,Semi-Auto,31706.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,12495,Automatic,55000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,19298,Automatic,10059.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,23998,Semi-Auto,10357.0,Diesel,2.0,0,0,0,1,1,0,0,0
2015,12495,Semi-Auto,50374.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,17498,Semi-Auto,42471.0,Hybrid,2.1,0,0,0,1,0,1,0,0
2016,16198,Manual,41974.0,Diesel,2.1,0,1,0,0,1,0,0,0
2017,18498,Semi-Auto,20618.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,24998,Semi-Auto,15536.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,24998,Semi-Auto,16103.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,21998,Semi-Auto,14576.0,Petrol,1.5,0,0,0,1,0,0,0,1
2018,29498,Semi-Auto,6198.0,Diesel,2.0,0,0,0,1,1,0,0,0
2018,29498,Semi-Auto,6265.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,16998,Semi-Auto,21786.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,33998,Semi-Auto,1558.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,32998,Semi-Auto,2258.0,Petrol,1.5,0,0,0,1,0,0,0,1
2017,18998,Semi-Auto,26866.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,32498,Semi-Auto,1887.0,Petrol,1.5,0,0,0,1,0,0,0,1
2017,25798,Semi-Auto,9676.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,20498,Semi-Auto,7894.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,18498,Semi-Auto,26179.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,14498,Manual,21945.0,Petrol,2.0,0,1,0,0,0,0,0,1
2019,29498,Semi-Auto,2195.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,17998,Semi-Auto,16291.0,Petrol,2.0,0,0,0,1,0,0,0,1
2015,13498,Manual,38438.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,19698,Automatic,25107.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2017,22498,Semi-Auto,20491.0,Hybrid,2.1,0,0,0,1,0,1,0,0
2015,11998,Manual,52792.0,Diesel,1.6,0,1,0,0,1,0,0,0
2013,11998,Semi-Auto,30035.0,Petrol,1.6,0,0,0,1,0,0,0,1
2020,39998,Semi-Auto,3620.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2019,23498,Semi-Auto,19204.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,57998,Semi-Auto,10.0,Petrol,4.0,0,0,0,1,0,0,0,1
2015,16315,Semi-Auto,46155.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,13991,Semi-Auto,49494.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,16998,Semi-Auto,43014.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,16498,Semi-Auto,29283.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,16998,Semi-Auto,38830.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,13690,Manual,49761.0,Diesel,2.1,0,1,0,0,1,0,0,0
2014,14490,Semi-Auto,31801.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,17998,Semi-Auto,22349.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,29998,Semi-Auto,8520.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,18998,Semi-Auto,27493.0,Hybrid,2.1,0,0,0,1,0,1,0,0
2018,18998,Semi-Auto,15075.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,28998,Semi-Auto,5116.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,24998,Semi-Auto,15009.0,Petrol,1.5,0,0,0,1,0,0,0,1
2018,27998,Semi-Auto,6787.0,Diesel,2.0,0,0,0,1,1,0,0,0
2015,16798,Semi-Auto,32409.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,19998,Semi-Auto,23690.0,Diesel,2.1,0,0,0,1,1,0,0,0
2020,29950,Semi-Auto,101.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,20790,Semi-Auto,22485.0,Hybrid,2.1,0,0,0,1,0,1,0,0
2013,9490,Semi-Auto,41921.0,Petrol,1.6,0,0,0,1,0,0,0,1
2017,15690,Semi-Auto,35488.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,14990,Manual,41647.0,Diesel,2.1,0,1,0,0,1,0,0,0
2015,17290,Semi-Auto,24923.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,19490,Semi-Auto,11810.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,28990,Semi-Auto,2000.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,24990,Automatic,6668.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,28990,Semi-Auto,19562.0,Petrol,6.2,0,0,0,1,0,0,0,1
2016,16298,Semi-Auto,29201.0,Diesel,1.6,0,0,0,1,1,0,0,0
2016,14698,Manual,19864.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,13998,Manual,22117.0,Petrol,2.0,0,1,0,0,0,0,0,1
2015,14698,Semi-Auto,43331.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,10498,Semi-Auto,51929.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,11998,Semi-Auto,42245.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,15698,Automatic,42062.0,Petrol,2.0,1,0,0,0,0,0,0,1
2015,16998,Semi-Auto,43883.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,17998,Semi-Auto,36587.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2017,20998,Semi-Auto,42036.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,13691,Semi-Auto,36538.0,Diesel,1.6,0,0,0,1,1,0,0,0
2014,13491,Manual,56000.0,Diesel,2.1,0,1,0,0,1,0,0,0
2017,21998,Semi-Auto,11986.0,Petrol,2.0,0,0,0,1,0,0,0,1
2015,14500,Semi-Auto,38783.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,15990,Semi-Auto,38051.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,20490,Semi-Auto,10542.0,Petrol,2.0,0,0,0,1,0,0,0,1
2018,20890,Semi-Auto,3033.0,Petrol,1.5,0,0,0,1,0,0,0,1
2014,14490,Semi-Auto,59884.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,21990,Semi-Auto,1871.0,Petrol,1.5,0,0,0,1,0,0,0,1
2015,14750,Semi-Auto,32594.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,44990,Automatic,1474.0,Petrol,3.0,1,0,0,0,0,0,0,1
2019,24690,Semi-Auto,15210.0,Petrol,1.5,0,0,0,1,0,0,0,1
2017,18270,Semi-Auto,49783.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,26625,Automatic,7175.0,Diesel,2.0,1,0,0,0,1,0,0,0
2015,13361,Semi-Auto,35034.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,17490,Semi-Auto,35576.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,26427,Automatic,13888.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,29290,Semi-Auto,4703.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,23047,Semi-Auto,8143.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,13621,Semi-Auto,57066.0,Diesel,1.6,0,0,0,1,1,0,0,0
2017,18200,Semi-Auto,25296.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,16991,Semi-Auto,29907.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,23498,Semi-Auto,5659.0,Petrol,2.0,0,0,0,1,0,0,0,1
2015,14698,Semi-Auto,23063.0,Diesel,2.1,0,0,0,1,1,0,0,0
2013,9798,Semi-Auto,60948.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,17998,Automatic,32769.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,18998,Automatic,20949.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,20700,Semi-Auto,27890.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,16990,Semi-Auto,11954.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,11791,Semi-Auto,42879.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,18191,Semi-Auto,11470.0,Diesel,1.6,0,0,0,1,1,0,0,0
2016,20991,Semi-Auto,26205.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,13321,Semi-Auto,61305.0,Diesel,1.6,0,0,0,1,1,0,0,0
2016,21998,Semi-Auto,10561.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,15998,Semi-Auto,72939.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2015,13498,Manual,31125.0,Diesel,2.1,0,1,0,0,1,0,0,0
2017,20871,Semi-Auto,37194.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,25891,Semi-Auto,2240.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,20591,Semi-Auto,21023.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,19991,Semi-Auto,35975.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,15990,Semi-Auto,55226.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,30055,Automatic,3686.0,Diesel,2.0,1,0,0,0,1,0,0,0
2017,21650,Automatic,33943.0,Petrol,2.0,1,0,0,0,0,0,0,1
2018,25990,Semi-Auto,9699.0,Petrol,2.0,0,0,0,1,0,0,0,1
2017,17690,Semi-Auto,25059.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,30950,Automatic,101.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,24950,Automatic,7006.0,Petrol,1.5,1,0,0,0,0,0,0,1
2015,14998,Semi-Auto,38671.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,19798,Semi-Auto,19877.0,Hybrid,2.0,0,0,0,1,0,1,0,0
2019,24498,Semi-Auto,7937.0,Petrol,1.5,0,0,0,1,0,0,0,1
2018,19991,Semi-Auto,20027.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,21991,Semi-Auto,19953.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,22591,Semi-Auto,18551.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,18790,Semi-Auto,14288.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,25950,Automatic,10485.0,Petrol,1.5,1,0,0,0,0,0,0,1
2020,29950,Semi-Auto,101.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,14990,Semi-Auto,27424.0,Diesel,2.1,0,0,0,1,1,0,0,0
2020,31950,Automatic,2985.0,Diesel,2.0,1,0,0,0,1,0,0,0
2016,20990,Semi-Auto,36051.0,Diesel,2.1,0,0,0,1,1,0,0,0
2020,28990,Automatic,3458.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,27000,Semi-Auto,6406.0,Diesel,2.0,0,0,0,1,1,0,0,0
2015,12590,Semi-Auto,65000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,20885,Semi-Auto,22773.0,Diesel,2.1,0,0,0,1,1,0,0,0
2014,25885,Semi-Auto,37000.0,Petrol,6.2,0,0,0,1,0,0,0,1
2016,14965,Semi-Auto,30487.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,16595,Automatic,29814.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,17940,Semi-Auto,28050.0,Diesel,2.1,0,0,0,1,1,0,0,0
2018,19940,Semi-Auto,18882.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,16498,Semi-Auto,27034.0,Diesel,1.6,0,0,0,1,1,0,0,0
2016,14500,Semi-Auto,40620.0,Diesel,1.6,0,0,0,1,1,0,0,0
2019,27791,Semi-Auto,9057.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,26499,Semi-Auto,7060.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,31990,Semi-Auto,4615.0,Diesel,2.0,0,0,0,1,1,0,0,0
2018,20999,Semi-Auto,9250.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,31999,Semi-Auto,1052.0,Diesel,2.0,0,0,0,1,1,0,0,0
2017,17495,Semi-Auto,25149.0,Petrol,2.0,0,0,0,1,0,0,0,1
2019,25495,Semi-Auto,5947.0,Petrol,1.6,0,0,0,1,0,0,0,1
2019,36995,Automatic,2749.0,Diesel,2.0,1,0,0,0,1,0,0,0
2019,30999,Semi-Auto,7144.0,Diesel,2.0,0,0,0,1,1,0,0,0
2019,29999,Semi-Auto,4843.0,Diesel,2.0,0,0,0,1,1,0,0,0
2016,17880,Automatic,44641.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,13660,Manual,26682.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,23920,Automatic,18865.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,22960,Semi-Auto,21225.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,16590,Semi-Auto,52519.0,Diesel,1.6,0,0,0,1,1,0,0,0
2017,17990,Semi-Auto,42000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,22270,Automatic,3233.0,Petrol,1.6,1,0,0,0,0,0,0,1
2016,22680,Semi-Auto,28535.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,22440,Semi-Auto,32629.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,17820,Semi-Auto,30748.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,19290,Semi-Auto,17600.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,16390,Semi-Auto,31360.0,Diesel,2.1,0,0,0,1,1,0,0,0
2016,14450,Semi-Auto,19598.0,Petrol,2.0,0,0,0,1,0,0,0,1
2016,17250,Automatic,28192.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,19690,Semi-Auto,38087.0,Diesel,2.1,0,0,0,1,1,0,0,0
2017,19250,Semi-Auto,23523.0,Diesel,2.1,0,0,0,1,1,0,0,0
2019,21980,Automatic,7716.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,23990,Automatic,1647.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,21980,Semi-Auto,5572.0,Petrol,1.5,0,0,0,1,0,0,0,1
2019,27990,Automatic,101.0,Diesel,2.0,1,0,0,0,1,0,0,0
2015,16998,Semi-Auto,66796.0,Hybrid,2.1,0,0,0,1,0,1,0,0
2016,19698,Semi-Auto,41056.0,Diesel,2.1,0,0,0,1,1,0,0,0
2015,15498,Manual,32140.0,Diesel,2.1,0,1,0,0,1,0,0,0
