year,price,transmission,mileage,fuel_type,engine_size,Automatic,Manual,OtherTransmission,Semi-Auto,Diesel,Hybrid,OtherFuel,Petrol
2020,33998,Automatic,2000.0,Diesel,1.9,1,0,0,0,1,0,0,0
2019,24748,Automatic,13479.0,Petrol,1.5,1,0,0,0,0,0,0,1
2018,19798,Automatic,38508.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,19498,Automatic,27236.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,18998,Automatic,42986.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,16798,Automatic,37158.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,21998,Automatic,19242.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,22291,Automatic,5266.0,Petrol,1.5,1,0,0,0,0,0,0,1
2017,18991,Automatic,34682.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,29900,Automatic,2910.0,Petrol,1.5,1,0,0,0,0,0,0,1
2015,15400,Automatic,56118.0,Diesel,2.1,1,0,0,0,1,0,0,0
2020,41900,Automatic,1000.0,Petrol,3.0,1,0,0,0,0,0,0,1
2016,20191,Automatic,47651.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,40995,Automatic,30187.0,Petrol,4.0,1,0,0,0,0,0,0,1
2016,15999,Automatic,37982.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,20249,Automatic,22011.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,15699,Automatic,33569.0,Petrol,2.0,1,0,0,0,0,0,0,1
2019,27498,Automatic,41.0,Petrol,1.5,1,0,0,0,0,0,0,1
2018,26998,Automatic,15000.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,21498,Automatic,26145.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,21489,Automatic,19878.0,Diesel,2.1,1,0,0,0,1,0,0,0
2013,8799,Automatic,57172.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,18999,Automatic,23637.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,15899,Automatic,48361.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2016,13600,Automatic,71077.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,20599,Automatic,17324.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,16799,Automatic,20850.0,Diesel,1.6,1,0,0,0,1,0,0,0
2012,9400,Automatic,50848.0,Petrol,1.8,1,0,0,0,0,0,0,1
2016,18400,Automatic,23907.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,18995,Automatic,23606.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2015,12295,Automatic,81940.0,Hybrid,2.1,1,0,0,0,0,1,0,0
2015,10500,Manual,82230.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,17699,Automatic,14183.0,Petrol,2.0,1,0,0,0,0,0,0,1
2013,11499,Automatic,69900.0,Diesel,2.1,1,0,0,0,1,0,0,0
2008,5999,Automatic,91000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,23995,Automatic,7200.0,Petrol,2.0,1,0,0,0,0,0,0,1
2014,12495,Automatic,20000.0,Petrol,1.6,1,0,0,0,0,0,0,1
2018,15999,Automatic,26930.0,Petrol,2.0,1,0,0,0,0,0,0,1
2013,9000,Automatic,56544.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,16000,Automatic,34972.0,Diesel,1.6,1,0,0,0,1,0,0,0
2018,22900,Automatic,6200.0,Petrol,1.5,1,0,0,0,0,0,0,1
2018,16999,Automatic,26329.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,17249,Automatic,27814.0,Petrol,2.0,1,0,0,0,0,0,0,1
2016,22900,Automatic,33821.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,15679,Automatic,60619.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2017,14999,Automatic,40272.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,19599,Automatic,33197.0,Diesel,2.1,1,0,0,0,1,0,0,0
2012,7699,Automatic,80299.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,27500,Automatic,650.0,Diesel,1.6,1,0,0,0,1,0,0,0
2019,29498,Automatic,4885.0,Diesel,1.9,1,0,0,0,1,0,0,0
2017,17900,Automatic,19828.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,21900,Automatic,23665.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,27400,Automatic,348.0,Diesel,1.9,1,0,0,0,1,0,0,0
2019,22900,Automatic,9050.0,Petrol,1.6,1,0,0,0,0,0,0,1
2020,39900,Automatic,600.0,Diesel,1.9,1,0,0,0,1,0,0,0
2020,35900,Automatic,3000.0,Diesel,1.9,1,0,0,0,1,0,0,0
2019,31400,Automatic,2200.0,Diesel,1.9,1,0,0,0,1,0,0,0
2019,32900,Automatic,3000.0,Diesel,1.9,1,0,0,0,1,0,0,0
2019,45900,Automatic,3500.0,Petrol,3.0,1,0,0,0,0,0,0,1
2017,20988,Automatic,30728.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,22400,Automatic,25000.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,20700,Automatic,23434.0,Petrol,2.0,1,0,0,0,0,0,0,1
2015,15400,Automatic,41000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,12900,Automatic,26501.0,Petrol,1.6,1,0,0,0,0,0,0,1
2013,9700,Automatic,57801.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,16200,Manual,23216.0,Diesel,1.6,0,1,0,0,1,0,0,0
2015,10700,Automatic,62439.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,17600,Automatic,19581.0,Petrol,2.0,1,0,0,0,0,0,0,1
2016,15600,Manual,25997.0,Diesel,1.6,0,1,0,0,1,0,0,0
2016,19300,Automatic,18903.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,21000,Automatic,27566.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,19000,Automatic,31176.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2017,18500,Automatic,36831.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,19100,Automatic,12586.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2014,16300,Automatic,32613.0,Petrol,2.0,1,0,0,0,0,0,0,1
2016,18300,Automatic,26239.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,17800,Automatic,39379.0,Diesel,2.1,1,0,0,0,1,0,0,0
2013,12000,Automatic,37236.0,Petrol,1.6,1,0,0,0,0,0,0,1
2016,20000,Automatic,21425.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,19000,Automatic,27574.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,23700,Automatic,19832.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,25900,Automatic,1100.0,Petrol,1.6,1,0,0,0,0,0,0,1
2019,28900,Automatic,5250.0,Petrol,1.5,1,0,0,0,0,0,0,1
2017,18691,Automatic,48618.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,19991,Automatic,20843.0,Petrol,2.0,1,0,0,0,0,0,0,1
2019,28991,Automatic,4000.0,Petrol,1.6,1,0,0,0,0,0,0,1
2017,22691,Automatic,21210.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2015,18000,Automatic,35229.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,21400,Automatic,26000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,25900,Automatic,15808.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,17400,Automatic,41677.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,19700,Manual,49365.0,Diesel,2.1,0,1,0,0,1,0,0,0
2015,14800,Automatic,70000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,30900,Automatic,2776.0,Petrol,2.0,1,0,0,0,0,0,0,1
2015,18798,Automatic,53829.0,Hybrid,2.1,1,0,0,0,0,1,0,0
2015,18500,Automatic,30891.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,15000,Manual,30528.0,Petrol,2.0,0,1,0,0,0,0,0,1
2015,17700,Automatic,33430.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,20000,Automatic,23676.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2017,20200,Automatic,16087.0,Hybrid,2.1,1,0,0,0,0,1,0,0
2016,19000,Automatic,32743.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2015,14500,Automatic,32712.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,16300,Automatic,30819.0,Petrol,2.0,1,0,0,0,0,0,0,1
2016,19100,Automatic,49335.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,15700,Automatic,36078.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,18300,Automatic,34295.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2015,18700,Automatic,39004.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,15400,Automatic,41899.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,23200,Automatic,7000.0,Petrol,1.6,1,0,0,0,0,0,0,1
2019,29900,Automatic,6000.0,Petrol,2.0,1,0,0,0,0,0,0,1
2019,29900,Automatic,1000.0,Diesel,1.9,1,0,0,0,1,0,0,0
2016,18000,Automatic,40267.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2014,12500,Automatic,50364.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,14000,Automatic,44263.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,19600,Manual,39480.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,18600,Automatic,24836.0,Diesel,1.6,1,0,0,0,1,0,0,0
2019,24400,Automatic,6000.0,Diesel,1.6,1,0,0,0,1,0,0,0
2019,23900,Automatic,6000.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,23400,Automatic,8000.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,28900,Automatic,6000.0,Petrol,2.0,1,0,0,0,0,0,0,1
2019,28800,Automatic,6000.0,Petrol,2.0,1,0,0,0,0,0,0,1
2018,46900,Automatic,1977.0,Petrol,4.0,1,0,0,0,0,0,0,1
2015,15695,Automatic,60185.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,24495,Automatic,14200.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,16000,Automatic,72400.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,13500,Automatic,93620.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,13295,Automatic,90980.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2016,16000,Automatic,67490.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2015,16000,Automatic,18263.0,Petrol,2.0,1,0,0,0,0,0,0,1
2018,19900,Automatic,20000.0,Petrol,2.0,1,0,0,0,0,0,0,1
2016,20200,Automatic,16957.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,21400,Automatic,54500.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,17900,Automatic,25522.0,Petrol,2.0,1,0,0,0,0,0,0,1
2015,16700,Automatic,35125.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,12795,Automatic,101480.0,Diesel,2.1,1,0,0,0,1,0,0,0
2020,33900,Automatic,6000.0,Petrol,1.5,1,0,0,0,0,0,0,1
2020,41900,Automatic,6000.0,Diesel,1.9,1,0,0,0,1,0,0,0
2019,31900,Automatic,6000.0,Diesel,1.9,1,0,0,0,1,0,0,0
2018,25748,Automatic,11626.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,17900,Automatic,31000.0,Petrol,2.0,1,0,0,0,0,0,0,1
2017,19900,Automatic,40000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,21400,Automatic,6000.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,24400,Automatic,10000.0,Petrol,1.5,1,0,0,0,0,0,0,1
2016,18600,Automatic,29173.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,20100,Automatic,16662.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2017,20800,Automatic,23063.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,18000,Automatic,18406.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,11990,Manual,75920.0,Diesel,2.1,0,1,0,0,1,0,0,0
2019,59998,Automatic,3405.0,Petrol,4.0,1,0,0,0,0,0,0,1
2020,61995,Automatic,20.0,Petrol,4.0,1,0,0,0,0,0,0,1
2019,35248,Automatic,2645.0,Petrol,1.5,1,0,0,0,0,0,0,1
2019,60298,Automatic,25.0,Petrol,4.0,1,0,0,0,0,0,0,1
2019,36248,Automatic,1100.0,Diesel,1.9,1,0,0,0,1,0,0,0
2019,35298,Automatic,1894.0,Diesel,1.9,1,0,0,0,1,0,0,0
2016,17999,Automatic,32475.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,15700,Automatic,33865.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,20499,Automatic,12040.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2017,18399,Automatic,22167.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2013,11499,Automatic,40490.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,16699,Automatic,40786.0,Diesel,1.6,1,0,0,0,1,0,0,0
2015,14313,Automatic,50211.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,14999,Automatic,40814.0,Diesel,1.6,1,0,0,0,1,0,0,0
2015,13699,Automatic,41000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,14899,Automatic,73127.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,19699,Automatic,23842.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,13599,Automatic,35977.0,Petrol,2.0,1,0,0,0,0,0,0,1
2015,12499,Automatic,67795.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,13799,Automatic,62588.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,40298,Automatic,1568.0,Diesel,1.9,1,0,0,0,1,0,0,0
2016,18745,Automatic,26344.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,25748,Automatic,5454.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,26748,Automatic,17970.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,32298,Automatic,4040.0,Petrol,1.6,1,0,0,0,0,0,0,1
2015,14298,Manual,36643.0,Petrol,2.0,0,1,0,0,0,0,0,1
2017,25248,Automatic,24003.0,Petrol,2.0,1,0,0,0,0,0,0,1
2018,28298,Automatic,13500.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,25998,Automatic,26914.0,Petrol,2.0,1,0,0,0,0,0,0,1
2015,18298,Automatic,25000.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2015,15499,Manual,36103.0,Diesel,2.1,0,1,0,0,1,0,0,0
2015,13799,Manual,69261.0,Diesel,2.1,0,1,0,0,1,0,0,0
2015,17699,Automatic,56546.0,Hybrid,2.1,1,0,0,0,0,1,0,0
2018,19999,Automatic,9705.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,14695,Automatic,53279.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,16822,Automatic,42402.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2016,13391,Manual,58858.0,Diesel,1.6,0,1,0,0,1,0,0,0
2012,8450,Automatic,86663.0,Petrol,1.6,1,0,0,0,0,0,0,1
2012,9799,Automatic,55685.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,17950,Automatic,41050.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,16750,Automatic,33000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2013,8980,Manual,60000.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,16799,Automatic,38785.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,10999,Automatic,54097.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,18999,Automatic,9793.0,Diesel,1.6,1,0,0,0,1,0,0,0
2015,14999,Automatic,34278.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,17999,Automatic,42271.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,16699,Automatic,39807.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,19999,Automatic,23905.0,Diesel,2.1,1,0,0,0,1,0,0,0
2012,10999,Automatic,41239.0,Petrol,1.6,1,0,0,0,0,0,0,1
2017,15652,Automatic,20418.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,16699,Automatic,26544.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,19347,Automatic,21032.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2019,28991,Automatic,12583.0,Diesel,2.0,1,0,0,0,1,0,0,0
2017,21491,Automatic,21980.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,21991,Automatic,12767.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,16800,Automatic,30726.0,Diesel,2.1,1,0,0,0,1,0,0,0
2012,10899,Automatic,49029.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,14786,Automatic,41701.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,10822,Automatic,70824.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,13195,Automatic,51344.0,Diesel,2.1,1,0,0,0,1,0,0,0
2012,7999,Automatic,67200.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,14000,Automatic,83990.0,Hybrid,2.1,1,0,0,0,0,1,0,0
2014,11795,Manual,92840.0,Diesel,2.1,0,1,0,0,1,0,0,0
2015,11295,Manual,114970.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,14000,Automatic,81960.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2016,12295,Automatic,113770.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2015,13000,Automatic,78070.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,10500,Manual,91430.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,14999,Automatic,41358.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,18499,Automatic,23953.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,16499,Manual,21985.0,Diesel,1.6,0,1,0,0,1,0,0,0
2016,18108,Automatic,41864.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,18999,Automatic,22499.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,16499,Automatic,33707.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,18999,Automatic,31708.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,18199,Automatic,33720.0,Diesel,2.1,1,0,0,0,1,0,0,0
2011,7999,Manual,64000.0,Petrol,1.8,0,1,0,0,0,0,0,1
2015,16679,Automatic,35592.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,19999,Automatic,24564.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,16449,Automatic,27268.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,17779,Manual,17757.0,Petrol,2.0,0,1,0,0,0,0,0,1
2016,14739,Manual,15664.0,Petrol,2.0,0,1,0,0,0,0,0,1
2011,7449,Automatic,80268.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,19199,Automatic,45960.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2018,19399,Automatic,9047.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,24899,Automatic,7137.0,Petrol,1.5,1,0,0,0,0,0,0,1
2018,19999,Automatic,25396.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,18998,Automatic,15000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2019,26998,Automatic,8024.0,Petrol,1.6,1,0,0,0,0,0,0,1
2014,13498,Automatic,28759.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,13000,Automatic,82590.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,13999,Automatic,79779.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2018,22995,Automatic,19044.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2015,11695,Manual,103820.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,14795,Automatic,99470.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,15000,Automatic,85040.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2015,12995,Automatic,131790.0,Hybrid,2.1,1,0,0,0,0,1,0,0
2016,16562,Automatic,49126.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2012,9850,Automatic,51737.0,Petrol,1.8,1,0,0,0,0,0,0,1
2011,8894,Automatic,61242.0,Petrol,1.8,1,0,0,0,0,0,0,1
2017,17750,Automatic,26904.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2018,18599,Automatic,32854.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,15499,Automatic,38748.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,13195,Automatic,102580.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,14000,Automatic,73960.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,12195,Automatic,94440.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,11000,Manual,100950.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,15000,Automatic,66950.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2015,13000,Manual,69930.0,Diesel,1.6,0,1,0,0,1,0,0,0
2015,11500,Automatic,101540.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,10795,Automatic,136760.0,Hybrid,2.1,1,0,0,0,0,1,0,0
2015,13295,Automatic,87980.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2014,8999,Automatic,85699.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,12299,Manual,73227.0,Petrol,2.0,0,1,0,0,0,0,0,1
2018,20299,Automatic,9562.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,12599,Manual,50299.0,Diesel,1.6,0,1,0,0,1,0,0,0
2015,17299,Automatic,25758.0,Hybrid,2.1,1,0,0,0,0,1,0,0
2018,19799,Automatic,20173.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,13999,Manual,28960.0,Diesel,1.6,0,1,0,0,1,0,0,0
2019,17999,Automatic,9683.0,Petrol,1.5,1,0,0,0,0,0,0,1
2016,16879,Automatic,74252.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2015,14370,Automatic,49468.0,Diesel,2.1,1,0,0,0,1,0,0,0
2013,10699,Automatic,57062.0,Diesel,2.1,1,0,0,0,1,0,0,0
2007,5995,Semi-Auto,62000.0,Diesel,2.1,0,0,0,1,1,0,0,0
2010,5975,Automatic,90000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2008,5875,Automatic,70000.0,Petrol,1.8,1,0,0,0,0,0,0,1
2014,16450,Automatic,41000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,20995,Automatic,32664.0,Petrol,2.0,1,0,0,0,0,0,0,1
2014,14750,Manual,57062.0,Diesel,0.0,0,1,0,0,1,0,0,0
2005,2575,Automatic,66000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,15995,Automatic,52000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,20980,Automatic,10951.0,Hybrid,2.1,1,0,0,0,0,1,0,0
2015,10795,Manual,73770.0,Diesel,2.1,0,1,0,0,1,0,0,0
2018,24999,Automatic,9695.0,Diesel,2.0,1,0,0,0,1,0,0,0
2016,23299,Automatic,24735.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,10799,Manual,76157.0,Petrol,2.0,0,1,0,0,0,0,0,1
2018,19499,Automatic,10493.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,21999,Automatic,36926.0,Diesel,2.0,1,0,0,0,1,0,0,0
2014,14199,Automatic,49241.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,14819,Automatic,47012.0,Diesel,2.1,1,0,0,0,1,0,0,0
2013,11999,Automatic,25525.0,Petrol,1.6,1,0,0,0,0,0,0,1
2016,13499,Manual,55154.0,Diesel,1.6,0,1,0,0,1,0,0,0
2016,19999,Automatic,30497.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2016,15199,Automatic,47360.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,19799,Manual,16225.0,Petrol,2.0,0,1,0,0,0,0,0,1
2015,14699,Automatic,69037.0,Hybrid,2.1,1,0,0,0,0,1,0,0
2016,17699,Automatic,32044.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,18399,Automatic,45250.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,19399,Automatic,47053.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,12800,Automatic,70804.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,21199,Automatic,10815.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,16250,Automatic,23196.0,Diesel,1.6,1,0,0,0,1,0,0,0
2018,17450,Automatic,21936.0,Petrol,2.0,1,0,0,0,0,0,0,1
2019,26995,Automatic,10765.0,Diesel,1.9,1,0,0,0,1,0,0,0
2017,21995,Automatic,17413.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,15391,Manual,9578.0,Diesel,2.1,0,1,0,0,1,0,0,0
2014,11999,Automatic,46931.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,18199,Automatic,24352.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,16999,Automatic,55978.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,19199,Automatic,26538.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2013,8099,Automatic,86136.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,19995,Automatic,57900.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,19999,Automatic,16663.0,Diesel,2.1,1,0,0,0,1,0,0,0
2012,8299,Automatic,72005.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,20999,Automatic,5338.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2017,20999,Automatic,18888.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2016,15339,Automatic,67267.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2016,17979,Automatic,47448.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2015,11689,Manual,76472.0,Diesel,2.1,0,1,0,0,1,0,0,0
2018,18819,Automatic,30772.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,19399,Automatic,22078.0,Diesel,2.1,1,0,0,0,1,0,0,0
2010,4294,Manual,137291.0,Diesel,2.1,0,1,0,0,1,0,0,0
2010,6994,Automatic,58535.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,16975,Automatic,42000.0,Diesel,2.1,1,0,0,0,1,0,0,0
2015,12750,Automatic,29000.0,Petrol,1.6,1,0,0,0,0,0,0,1
2016,19999,Automatic,19299.0,Hybrid,2.0,1,0,0,0,0,1,0,0
2018,19999,Automatic,34008.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,12459,Automatic,93948.0,Diesel,2.1,1,0,0,0,1,0,0,0
2014,10699,Automatic,50179.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,17599,Automatic,50212.0,Diesel,1.6,1,0,0,0,1,0,0,0
2018,22199,Automatic,22027.0,Diesel,2.0,1,0,0,0,1,0,0,0
2018,17999,Automatic,38169.0,Diesel,2.1,1,0,0,0,1,0,0,0
2016,11999,Manual,65548.0,Diesel,1.6,0,1,0,0,1,0,0,0
2006,3200,Automatic,86000.0,Petrol,3.5,1,0,0,0,0,0,0,1
2017,16999,Automatic,33368.0,Diesel,2.1,1,0,0,0,1,0,0,0
2017,14999,Manual,47106.0,Diesel,1.6,0,1,0,0,1,0,0,0
2013,10199,Manual,58654.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,14799,Manual,38764.0,Diesel,2.1,0,1,0,0,1,0,0,0
2016,19349,Automatic,33608.0,Diesel,2.1,1,0,0,0,1,0,0,0
2018,18799,Automatic,28848.0,Diesel,2.1,1,0,0,0,1,0,0,0
